"game_id","team_id","HoA","won","settled_in","head_coach","goals","shots","hits","pim","powerPlayOpportunities","powerPlayGoals","faceOffWinPercentage","giveaways","takeaways"
"2012020717","25","home",FALSE,"REG","Glen Gulutzan",0,17,30,12,3,0,49.1,13,6
"2012020167","22","away",TRUE,"REG","Ralph Krueger",3,14,26,24,4,0,50,0,6
"2012020167","29","home",FALSE,"REG","Todd Richards",1,40,13,18,7,0,50,3,6
"2013020859","52","away",FALSE,"REG","Paul Maurice",2,36,50,8,1,0,42.1,13,7
"2013020859","15","home",TRUE,"REG","Adam Oates",4,30,26,2,4,0,57.9,10,10
"2013020707","7","away",FALSE,"SO","Ted Nolan",3,30,45,6,2,1,49.3,23,6
"2013020707","10","home",TRUE,"SO","Randy Carlyle",3,39,37,6,2,0,50.7,15,11
"2012020108","1","away",FALSE,"REG","Peter DeBoer",1,16,17,6,2,0,38.2,5,5
"2012020108","5","home",TRUE,"REG","Dan Bylsma",5,30,23,4,3,0,61.8,8,2
"2013020987","16","away",FALSE,"REG","Joel Quenneville",2,39,21,13,3,0,57.4,2,6
"2013020987","21","home",TRUE,"REG","Patrick Roy",3,29,30,11,4,1,42.6,6,14
"2013020196","8","away",FALSE,"REG","Michel Therrien",3,31,16,2,2,1,49.2,4,4
"2013020196","30","home",TRUE,"REG","Mike Yeo",4,25,11,4,1,0,50.8,6,3
"2012020598","9","away",TRUE,"REG","Paul MacLean",3,34,24,4,6,1,48.3,1,6
"2012020598","4","home",FALSE,"REG","Peter Laviolette",1,25,26,22,2,0,51.7,8,7
"2013020661","25","away",FALSE,"REG","Lindy Ruff",0,26,15,4,3,0,50,3,5
"2013020661","1","home",TRUE,"REG","Peter DeBoer",1,34,8,6,2,0,50,2,5
"2013020868","3","away",TRUE,"SO","Alain Vigneault",3,41,22,14,5,2,50,2,4
"2013020868","5","home",FALSE,"SO","Dan Bylsma",3,29,31,16,4,2,50,9,3
"2013020203","4","away",TRUE,"REG","Craig Berube",1,21,12,10,5,0,60.7,0,5
"2013020203","1","home",FALSE,"REG","Peter DeBoer",0,14,14,10,5,0,39.3,5,3
"2013020983","22","away",TRUE,"SO","Dallas Eakins",3,26,9,8,3,0,38.2,4,6
"2013020983","30","home",FALSE,"SO","Mike Yeo",3,31,14,6,4,1,61.8,8,4
"2013020955","4","away",FALSE,"OT","Craig Berube",3,31,38,11,2,0,47.7,13,4
"2013020955","10","home",TRUE,"OT","Randy Carlyle",4,36,32,9,3,0,52.3,11,15
"2013020985","6","away",TRUE,"REG","Claude Julien",4,32,29,13,2,0,38.5,9,3
"2013020985","8","home",FALSE,"REG","Michel Therrien",1,36,26,11,3,0,61.5,10,8
"2012020298","17","away",TRUE,"SO","Mike Babcock",1,34,20,2,2,0,46.4,11,10
"2012020298","28","home",FALSE,"SO","Todd McLellan",1,26,23,4,1,0,53.6,19,19
"2012020495","3","away",FALSE,"REG","John Tortorella",0,24,20,4,4,0,41.4,5,5
"2012020495","9","home",TRUE,"REG","Paul MacLean",3,29,32,8,2,1,58.6,10,9
"2014020793","26","away",TRUE,"REG","Darryl Sutter",4,44,39,7,1,0,39,1,2
"2014020793","29","home",FALSE,"REG","Todd Richards",3,26,34,7,1,0,61,4,1
"2014020700","14","away",FALSE,"REG","Jon Cooper",2,30,23,6,3,0,55.9,8,11
"2014020700","12","home",TRUE,"REG","Bill Peters",4,22,14,6,3,1,44.1,5,11
"2014020201","53","away",TRUE,"SO","Dave Tippett",2,25,40,8,3,0,54,18,5
"2014020201","24","home",FALSE,"SO","Bruce Boudreau",2,39,42,6,4,1,46,14,7
"2014021092","19","away",TRUE,"OT","Ken Hitchcock",3,35,34,13,0,0,56.7,2,5
"2014021092","5","home",FALSE,"OT","Mike Johnston",2,26,39,7,3,0,43.3,5,5
"2014020693","29","away",FALSE,"REG","Todd Richards",0,29,29,8,4,0,42.9,6,2
"2014020693","52","home",TRUE,"REG","Paul Maurice",4,29,24,8,3,0,57.1,9,9
"2014020548","12","away",FALSE,"REG","Bill Peters",1,25,28,8,3,0,53.2,1,11
"2014020548","5","home",TRUE,"REG","Mike Johnston",2,39,27,8,3,0,46.8,8,7
"2014020434","24","away",TRUE,"REG","Bruce Boudreau",4,20,23,8,2,1,50.7,9,9
"2014020434","22","home",FALSE,"REG","Dallas Eakins",2,23,28,4,4,1,49.3,21,6
"2014020205","30","away",FALSE,"REG","Mike Yeo",1,31,22,6,2,0,41.3,7,2
"2014020205","8","home",TRUE,"REG","Michel Therrien",4,31,11,8,1,0,58.7,13,4
"2014020133","28","away",TRUE,"SO","Todd McLellan",2,51,11,10,4,0,56.8,1,11
"2014020133","21","home",FALSE,"SO","Patrick Roy",2,33,26,12,3,0,43.2,6,20
"2014020016","52","away",TRUE,"REG","Paul Maurice",6,27,13,17,5,0,40,6,4
"2014020016","53","home",FALSE,"REG","Dave Tippett",2,28,23,21,3,0,60,9,7
"2014021055","6","away",FALSE,"REG","Claude Julien",4,35,29,6,3,1,48.2,11,4
"2014021055","9","home",TRUE,"REG","Dave Cameron",6,32,24,6,3,0,51.8,14,14
"2014020411","4","away",FALSE,"OT","Craig Berube",2,21,29,8,4,1,50,5,9
"2014020411","29","home",TRUE,"OT","Todd Richards",3,24,43,8,4,2,50,10,6
"2014020889","14","away",FALSE,"REG","Jon Cooper",4,32,21,12,3,0,36.9,3,3
"2014020889","21","home",TRUE,"REG","Patrick Roy",5,18,20,16,1,0,63.1,6,15
"2014020211","28","away",TRUE,"REG","Todd McLellan",5,29,14,14,2,1,45.6,11,10
"2014020211","25","home",FALSE,"REG","Lindy Ruff",3,40,23,18,5,1,54.4,13,7
"2014020208","14","away",TRUE,"REG","Jon Cooper",7,38,24,12,3,2,41.5,2,5
"2014020208","29","home",FALSE,"REG","Todd Richards",4,32,37,8,5,3,58.5,2,3
"2014020394","29","away",TRUE,"REG","Todd Richards",3,20,28,10,4,1,48.1,4,11
"2014020394","14","home",FALSE,"REG","Jon Cooper",1,34,16,14,2,0,51.9,10,8
"2014020010","13","away",FALSE,"OT","Gerard Gallant",2,21,21,20,2,0,46.3,5,10
"2014020010","14","home",TRUE,"OT","Jon Cooper",3,32,28,10,7,3,53.7,8,9
"2014020307","53","away",TRUE,"SO","Dave Tippett",3,25,19,8,2,1,39,22,12
"2014020307","28","home",FALSE,"SO","Todd McLellan",3,43,27,4,4,1,61,25,19
"2014020903","13","away",FALSE,"SO","Gerard Gallant",2,36,34,10,3,0,60.3,1,4
"2014020903","16","home",TRUE,"SO","Joel Quenneville",2,38,18,10,3,1,39.7,4,8
"2014020526","28","away",FALSE,"REG","Todd McLellan",1,22,24,8,2,0,53.7,6,2
"2014020526","26","home",TRUE,"REG","Darryl Sutter",3,29,36,4,4,2,46.3,17,4
